State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name,_resource_id,_source_resource_id
Maharashtra,Yavatmal,2018-09-30,2018,09,21.8613517,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-01,2018,09,21.429948,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-06,2018,09,19.9501617,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-07,2018,09,19.1104509,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-12,2018,09,16.8623508,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-20,2018,09,14.4652098,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-25,2018,09,12.8744061,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-26,2018,09,12.3923876,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Bishnupur,2018-09-27,2018,09,12.8888834,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-03,2018,09,30.8641308,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-04,2018,09,31.4595726,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-06,2018,09,29.9267053,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-12,2018,09,29.7620654,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-14,2018,09,29.7943269,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-15,2018,09,29.1553149,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-18,2018,09,28.0208551,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-19,2018,09,28.5446862,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Chandel,2018-09-29,2018,09,29.0163758,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Churachandpur,2018-09-01,2018,09,30.4753906,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Churachandpur,2018-09-13,2018,09,25.2619899,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Churachandpur,2018-09-26,2018,09,20.8439011,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-02,2018,09,22.035591,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-06,2018,09,20.609222,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-07,2018,09,19.8220521,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-13,2018,09,17.1844103,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal East,2018-09-26,2018,09,14.5043248,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-05,2018,09,21.7664805,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-10,2018,09,18.3051517,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-12,2018,09,17.3088872,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-15,2018,09,16.1260477,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-17,2018,09,15.1768658,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Imphal West,2018-09-25,2018,09,13.3163739,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-04,2018,09,17.7222523,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-06,2018,09,16.3637535,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-12,2018,09,16.2169555,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-17,2018,09,12.8776134,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-26,2018,09,12.5005188,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
Manipur,Jiribam,2018-09-29,2018,09,11.9394114,NRSC VIC MODEL,4554a3c8-74e3-4f93-8727-8fd92161e345,4554a3c8-74e3-4f93-8727-8fd92161e345
